x,ub,lambda
0.0,0.0,-0.0002745467121694936
0.03125,0.0,0.00695696990535332
0.0625,0.0,0.01735014568276392
0.09375,0.0,0.02730417579599752
0.125,0.0,0.03701400094126539
0.15625,0.0,0.0463690151445348
0.1875,0.0,0.05527604424358192
0.21875,0.0,0.06365060266756847
0.25,0.0,0.07141187270068913
0.28125,0.0,0.078485173458779
0.3125,0.0,0.08480242774093708
0.34375,0.0,0.09030283156139526
0.375,0.0,0.09493344481385632
0.40625,0.0,0.09864970021729652
0.4375,0.0,0.10141583347262988
0.46875,0.0,0.10320522834315876
0.5,0.0,0.10400067363963914
0.53125,0.0,0.10379452962400432
0.5625,0.0,0.1025888022258133
0.59375,0.0,0.10039512436435011
0.625,0.0,0.09723464456208876
0.65625,0.0,0.09313782392307898
0.6875,0.0,0.0881441434532893
0.71875,0.0,0.08230172450639128
0.75,0.0,0.07566686568525648
0.78125,0.0,0.06830350437448311
0.8125,0.0,0.060282587042428865
0.84375,0.0,0.0516814109365358
0.875,0.0,0.04258316802205836
0.90625,0.0,0.033072603391081215
0.9375,0.0,0.02325896117220593
0.96875,0.0,0.01316495508697286
1.0,0.0,0.0030021292400641665
0.0,0.0,-0.0001352821740608018
0.03125,0.05045233979190955,0.003308100997738262
0.0625,0.10041939271910261,0.008282603952200464
0.09375,0.14942485501206612,0.013044733508225218
0.125,0.19699390656663868,0.01768765599837286
0.15625,0.24266797493418768,0.022160603964455912
0.1875,0.2860068377856326,0.026419030526590212
0.21875,0.3265928712924038,0.03042262310980315
0.25,0.36403500551920015,0.034132803683197585
0.28125,0.3979724698324897,0.037513918648994116
0.3125,0.4280782594220523,0.040533467952580095
0.34375,0.4540622799991261,0.04316242453712202
0.375,0.47567413907443656,0.045375517293198844
0.40625,0.4927055557266138,0.0471514747635705
0.4375,0.5049923652100751,0.04847323116125289
0.46875,0.5124160988837722,0.04932809172586047
0.5,0.5149051241431672,0.049707855965295276
0.53125,0.5124353333315214,0.049608897597965204
0.5625,0.505030374976516,0.04903220042976686
0.59375,0.4927614251173942,0.04798334983085491
0.625,0.47574650091886,0.046472479904248826
0.65625,0.4541493231689686,0.04451417686218911
0.6875,0.4281777385831901,0.042127339556852654
0.71875,0.39808171703385264,0.039334998500090146
0.75,0.3641509428337184,0.036164094955289494
0.78125,0.3267120229200189,0.03264522405025709
0.8125,0.2861253380907764,0.028812334572030314
0.84375,0.2427815661895264,0.024702413558425215
0.875,0.19709790423820883,0.02035527633275795
0.90625,0.1495140277402407,0.01581150781392931
0.9375,0.10048773358860907,0.011123142216282703
0.96875,0.05049014140368041,0.0063037205260195045
1.0,-1.4013829375736476e-18,0.0014461518617525297
0.0,0.0,-6.725612572902078e-05
0.03125,0.07494657697926005,0.0015276179417455602
0.0625,0.14915582229586602,0.0038670092076547873
0.09375,0.2219273794782045,0.006111682288579587
0.125,0.2925602806365748,0.008299492893713636
0.15625,0.360375091579623,0.010407248173073563
0.1875,0.4247190949804718,0.0124138814697097
0.21875,0.48497285492339226,0.014300452357054027
0.25,0.5405562286698001,0.016048829247493332
0.28125,0.5909339872496324,0.01764225329074825
0.3125,0.6356209921350486,0.019065447173735272
0.34375,0.6741868809657672,0.020304764522951223
0.375,0.7062602213469633,0.021348323375130464
0.40625,0.7315320942236193,0.02218612127012074
0.4375,0.7497590733423691,0.022810132704507817
0.46875,0.7607655727501357,0.02321438750798998
0.5,0.7644455401576424,0.023395029425084382
0.53125,0.7607634801801426,0.02335035433127335
0.5625,0.7497547978572672,0.02308082771457237
0.59375,0.7315254593722216,0.022589081259577114
0.625,0.7062509734681912,0.021879888572381205
0.65625,0.6741747036340275,0.020960120281774908
0.6875,0.6356055276471357,0.01983867894879774
0.71875,0.5909148674758149,0.018526414390698402
0.75,0.5405331188401343,0.01703602010009877
0.78125,0.4849455159270204,0.015381912583662425
0.8125,0.42468747304205423,0.013580089991042786
0.84375,0.3603394520564556,0.011647980638419198
0.875,0.29252141089524125,0.009604352722820718
0.90625,0.22188692015705191,0.007468287046668506
0.9375,0.14911702299318944,0.005264123795157224
0.96875,0.07491423571284939,0.002998944018502967
1.0,-6.779047964413914e-19,0.0006979987892785876
0.0,0.0,-3.4026273638082614e-05
0.03125,0.0868384517126615,0.0006587878341881285
0.0625,0.17280907721997602,0.0017167327980269734
0.09375,0.2571063824278572,0.002740784709557586
0.125,0.33892175711004624,0.0037390202034388582
0.15625,0.41746938664641076,0.004700927592548776
0.1875,0.4919939798309275,0.005616790258487931
0.21875,0.5617785766104461,0.006478010888527336
0.25,0.626151622015397,0.007276355564357166
0.28125,0.6844935241195664,0.00800421332166943
0.3125,0.7362426739361658,0.00865464435534647
0.34375,0.7809008861408984,0.009221446877950248
0.375,0.8180382178934376,0.009699217995315267
0.40625,0.847297123748999,0.010083406443953124
0.4375,0.8683959091816997,0.01037035746371458
0.46875,0.8811314509795154,0.010557349081054525
0.5,0.8853811592910819,0.010642619431407794
0.53125,0.8811041631136889,0.010625384839619528
0.5625,0.868341708332995,0.010505848476835253
0.59375,0.8472167649402402,0.010285199510396349
0.625,0.8179328476703162,0.009965602755247233
0.65625,0.7807720619510723,0.00955017892148035
0.6875,0.7360923946777622,0.009042975633616647
0.71875,0.6843242769040585,0.00844892946216278
0.75,0.6259664531127357,0.007773819184723901
0.78125,0.561581199454321,0.007024211037121499
0.8125,0.49178894173919474,0.006207393922300549
0.84375,0.41726233459332973,0.005331306323608926
0.875,0.3387198780089301,0.004404504464765876
0.90625,0.256919196694364,0.003435598251331027
0.9375,0.17265019418938732,0.0024355283502597086
0.96875,0.08672901709104754,0.0014072778617183486
1.0,3.7276541086212077e-19,0.0003383085601442229
0.0,0.0,-1.7793222576501884e-05
0.03125,0.09261197047317613,0.00023480384763794682
0.0625,0.18428874170485765,0.000669592668372023
0.09375,0.2741756162562335,0.0011018338703603987
0.125,0.361412781560392,0.0015236954642568058
0.15625,0.44516317984878917,0.0019304851529194993
0.1875,0.52462200491243,0.0023179789653268584
0.21875,0.599025168592218,0.0026825864295901666
0.25,0.6676569202102491,0.0030208650454909653
0.28125,0.7298568724272783,0.0033296328601548444
0.3125,0.785026436694017,0.003605986270691781
0.34375,0.8326346337927508,0.003847326841342976
0.375,0.8722232372128396,0.004051386930863604
0.40625,0.9034112063810764,0.004216252200950581
0.4375,0.9258983707084973,0.004340381024121443
